0 0  0 -85.4038
0 1433.51  5 -66.7621
0 1447.29  5 -66.8047
0 1461.07  5 -66.8498
0 1474.86  5 -66.8974
0 1488.64  5 -66.9477
0 1502.42  5 -67.0009
0 1516.21  5 -67.057
0 1529.99  5 -67.1162
0 1543.78  5 -67.1787
0 1557.56  5 -67.2446
0 1571.34  5 -67.3143
0 1585.13  5 -67.3877
0 1598.91  5 -67.4653
0 1612.69  5 -67.5472
0 1626.48  5 -67.6336
0 1640.26  5 -67.725
0 1654.04  5 -67.8215
0 1667.83  5 -67.9235
0 1681.61  5 -68.0314
0 1695.4  5 -68.1456
0 1709.18  5 -68.2665
0 1722.96  5 -68.3946
0 1736.75  5 -68.5305
0 1750.53  5 -68.6747
0 1764.31  5 -68.8279
0 1778.1  5 -68.9909
0 1791.88  5 -69.1644
0 1805.67  5 -69.3493
0 1819.45  5 -69.5467
0 1833.23  5 -69.7576
0 1847.02  5 -69.9832
0 1860.8  5 -70.2249
0 1874.58  5 -70.4841
0 1888.37  5 -70.7623
0 1902.15  5 -71.0607
0 1915.94  5 -71.3805
0 1929.72  5 -71.722
0 1943.5  5 -72.0842
0 1957.29  5 -72.4627
0 1971.07  5 -72.847
0 1984.85  5 -73.2156
0 1998.64  5 -73.5276
0 2012.42  5 -73.7505
0 2026.2  5 -73.978
0 2039.99  5 -74.1788
0 2053.77  5 -74.2546
0 2067.56  5 -74.2202
0 2081.34  5 -74.1132
0 2095.12  5 -73.9541
0 2108.91  5 -73.7108
0 2122.69  5 -73.2141
0 2136.47  5 -72.6385
0 2150.26  5 -72.0543
0 2164.04  5 -71.1827
0 2177.83  5 -70.4722
0 2191.61  5 -70.0283
0 2205.39  5 -69.9524
0 2219.18  5 -69.9391
0 2232.96  5 -69.9788
0 2246.74  5 -70.1401
0 2260.53  5 -70.2778
0 2274.31  5 -70.4047
0 2288.1  5 -70.5235
0 2301.88  5 -70.5853
0 2315.66  5 -70.5394
0 2329.45  5 -70.4272
0 2343.23  5 -70.247
0 2357.01  5 -69.9618
0 2370.8  5 -69.7034
0 2384.58  5 -69.4488
0 2398.37  5 -69.2477
0 2412.15  5 -69.0619
0 2425.93  5 -68.9176
0 2439.72  5 -68.8007
0 2453.5  5 -68.7483
0 2467.28  5 -68.7414
0 2481.07  5 -68.7944
0 2494.85  5 -68.9741
0 2508.63  5 -69.3019
0 2522.42  5 -70.0102
0 2536.2  5 -70.4386
0 2549.99  5 -70.2218
0 2563.77  5 -70.4317
0 2577.55  5 -70.8719
0 2591.34  5 -70.996
0 2605.12  5 -70.8502
0 2618.9  5 -70.5012
0 2632.69  5 -70.0763
0 2646.47  5 -69.6547
0 2660.26  5 -69.1147
0 2674.04  5 -68.6715
0 2687.82  5 -68.2582
0 2701.61  5 -68.051
0 2715.39  5 -67.9028
0 2729.17  5 -67.8318
0 2742.96  5 -67.7957
0 2756.74  5 -67.6767
0 2770.53  5 -67.3839
0 2784.31  5 -66.9728
0 2798.09  5 -66.4274
0 2811.88  5 -65.7681
0 2825.66  5 -65.2822
0 2839.44  5 -64.9946
0 2853.23  5 -65.1087
0 2867.01  5 -65.3087
0 2880.79  5 -65.637
0 2894.58  5 -65.9686
0 2908.36  5 -66.0515
0 2922.15  5 -66.2086
0 2935.93  5 -66.4187
0 2949.71  5 -66.6194
0 2963.5  5 -66.2297
0 2977.28  5 -65.7592
0 2991.06  5 -64.8161
0 3004.85  5 -63.4278
0 3018.63  5 -61.1754
0 3032.42  5 -59.0153
0 3046.2  5 -57.3116
0 3059.98  5 -55.9534
0 3073.77  5 -54.7145
0 3087.55  5 -53.4605
0 3101.33  5 -52.483
0 3115.12  5 -51.6837
0 3128.9  5 -51.0032
0 3142.69  5 -50.616
0 3156.47  5 -50.5682
0 3170.25  5 -50.9424
0 3184.04  5 -51.6565
0 3197.82  5 -53.3887
0 3211.6  5 -54.6359
0 3225.39  5 -52.1069
0 3239.17  5 -52.0443
0 3252.95  5 -52.5782
0 3266.74  5 -54.3617
0 3280.52  5 -56.6459
0 3294.31  5 -58.6194
0 3308.09  5 -59.6068
0 3321.87  5 -58.5655
0 3335.66  5 -57.0948
0 3349.44  5 -54.9049
0 3363.22  5 -50.8635
0 3377.01  5 -46.3142
0 3390.79  5 -47.1519
0 3404.58  5 -56.2264
0 3418.36  5 -56.793
0 3432.14  5 -56.2819
0 3445.93  5 -54.7541
0 3459.71  5 -53.5992
0 3473.49  5 -53.3093
0 3487.28  5 -53.0272
0 3501.06  5 -54.0445
0 3514.85  5 -53.8138
0 3528.63  5 -53.8257
0 3542.41  5 -54.5685
0 3556.2  5 -55.3714
0 3569.98  5 -55.306
0 3583.76  5 -54.863
0 3597.55  5 -54.2609
0 3611.33  5 -53.9986
0 3625.12  5 -55.1703
0 3638.9  5 -53.1726
0 3652.68  5 -55.185
0 3666.47  5 -54.6448
0 3680.25  5 -54.0397
0 3694.03  5 -53.0315
0 3707.82  5 -52.4398
0 3721.6  5 -50.4308
0 3735.38  5 -49.97
0 3749.17  5 -51.9429
0 3762.95  5 -46.9998
0 3776.74  5 -41.8101
0 3790.52  5 -37.3516
0 3804.3  5 -33.7403
0 3818.09  5 -30.6352
0 3831.87  5 -27.8075
0 3845.65  5 -25.6487
0 3859.44  5 -23.922
0 3873.22  5 -22.5891
0 3887.01  5 -19.9957
0 3900.79  5 -22.5971
0 3914.57  5 -20.7065
0 3928.36  5 -25.6548
0 3942.14  5 -20.9708
0 3955.92  5 -15.2261
0 3969.71  5 -26.6
0 3983.49  5 -14.5151
0 3997.28  5 -25.2181
0 4011.06  5 -21.9942
0 4024.84  5 -24.578
0 4038.63  5 -25.0294
0 4052.41  5 -26.2488
0 4066.19  5 -27.3667
0 4079.98  5 -28.6145
0 4093.76  5 -29.8066
0 4107.54  5 -30.9733
0 4121.33  5 -32.0212
0 4135.11  5 -32.9734
0 4148.9  5 -33.8461
0 4162.68  5 -34.6523
0 4176.46  5 -35.3703
0 4190.25  5 -36.0556
0 4204.03  5 -36.6808
0 4217.81  5 -37.29
0 4231.6  5 -37.9022
0 4245.38  5 -38.4957
0 4259.17  5 -39.0893
0 4272.95  5 -39.6609
0 4286.73  5 -40.2103
0 4300.52  5 -40.7376
0 4314.3  5 -41.2562
0 4328.08  5 -41.7878
0 4341.87  5 -42.2921
0 4355.65  5 -42.8058
0 4369.44  5 -43.3014
0 4383.22  5 -43.7787
0 4397  5 -44.2369
0 4410.79  5 -44.6618
0 4424.57  5 -45.0467
0 4438.35  5 -45.422
0 4452.14  5 -45.7767
0 4465.92  5 -46.171
0 4479.7  5 -46.6634
0 4493.49  5 -47.1383
0 4507.27  5 -47.6816
0 4521.06  5 -48.1804
0 4534.84  5 -48.6528
0 4548.62  5 -49.0916
0 4562.41  5 -49.5162
0 4576.19  5 -49.9445
0 4589.97  5 -50.3488
0 4603.76  5 -50.7684
0 4617.54  5 -51.2018
0 4631.33  5 -51.6371
0 4645.11  5 -52.0561
0 4658.89  5 -52.4418
0 4672.68  5 -52.7653
0 4686.46  5 -53.081
0 4700.24  5 -53.3613
0 4714.03  5 -53.6554
0 4727.81  5 -53.9794
0 4741.6  5 -54.2766
0 4755.38  5 -54.6123
0 4769.16  5 -54.9198
0 4782.95  5 -55.2148
0 4796.73  5 -55.4975
0 4810.51  5 -55.9174
0 4824.3  5 -57.1642
0 4838.08  5 -59.0551
0 4851.87  5 -60.8911
0 4865.65  5 -60.9216
0 4879.43  5 -60.759
0 4893.22  5 -60.8308
0 4907  5 -60.2517
0 4920.78  5 -59.2578
0 4934.57  5 -58.7789
0 4948.35  5 -58.4392
0 4962.13  5 -58.5582
0 4975.92  5 -58.3492
0 4989.7  5 -57.8633
0 5003.49  5 -57.2157
0 5017.27  5 -56.4561
0 5031.05  5 -56.033
0 5044.84  5 -55.7101
0 5058.62  5 -55.3804
0 5072.4  5 -54.9694
0 5086.19  5 -54.5103
0 5099.97  5 -54.0272
0 5113.76  5 -53.3971
0 5127.54  5 -53.1208
0 5141.32  5 -52.9713
0 5155.11  5 -52.8756
0 5168.89  5 -52.3227
0 5182.67  5 -51.5168
0 5196.46  5 -50.7083
0 5210.24  5 -50.1273
0 5224.03  5 -49.8917
0 5237.81  5 -50.0833
0 5251.59  5 -50.8005
0 5265.38  5 -52.2882
0 5279.16  5 -52.1833
0 5292.94  5 -50.8777
0 5306.73  5 -50.2476
0 5320.51  5 -50.01
0 5334.29  5 -50.4397
0 5348.08  5 -51.152
0 5361.86  5 -51.7845
0 5375.65  5 -51.2647
0 5389.43  5 -49.9925
0 5403.21  5 -49.4401
0 5417  5 -49.4817
0 5430.78  5 -50.6661
0 5444.56  5 -52.1646
0 5458.35  5 -51.6521
0 5472.13  5 -46.4695
0 5485.92  5 -44.1719
0 5499.7  5 -43.4245
0 5513.48  5 -42.8181
0 5527.27  5 -43.0958
0 5541.05  5 -43.4608
0 5554.83  5 -44.0659
0 5568.62  5 -44.236
0 5582.4  5 -44.4744
0 5596.19  5 -44.7525
0 5609.97  5 -44.6903
0 5623.75  5 -44.5112
0 5637.54  5 -44.3551
0 5651.32  5 -44.5116
0 5665.1  5 -44.8139
0 5678.89  5 -45.2557
0 5692.67  5 -45.6718
0 5706.45  5 -46.1737
0 5720.24  5 -46.8184
0 5734.02  5 -47.5857
0 5747.81  5 -48.3783
0 5761.59  5 -49.2822
0 5775.37  5 -50.2654
0 5789.16  5 -51.1943
0 5802.94  5 -52.1637
0 5816.72  5 -53.2642
0 5830.51  5 -54.509
0 5844.29  5 -55.7102
0 5858.08  5 -56.8894
0 5871.86  5 -57.931
0 5885.64  5 -58.8706
0 5899.43  5 -59.7204
0 5913.21  5 -60.6161
0 5926.99  5 -61.8005
0 5940.78  5 -63.015
0 5954.56  5 -64.1902
0 5968.35  5 -64.9691
0 5982.13  5 -65.5105
0 5995.91  5 -65.9368
0 6009.7  5 -66.1459
0 6023.48  5 -66.2253
0 6037.26  5 -66.2871
0 6051.05  5 -66.3212
0 6064.83  5 -66.3304
0 6078.61  5 -66.4902
0 6092.4  5 -66.6842
0 6106.18  5 -67.0221
0 6119.97  5 -68.0305
0 6133.75  5 -69.6678
0 6147.53  5 -71.4504
0 6161.32  5 -71.9432
0 6175.1  5 -72.6282
0 6188.88  5 -73.4244
0 6202.67  5 -73.9671
0 6216.45  5 -75.4719
0 6230.24  5 -77.642
0 6244.02  5 -79.7391
0 6257.8  5 -83.2684
0 6271.59  5 -84.8023
0 6285.37  5 -84.6521
0 6299.15  5 -83.7114
0 6312.94  5 -85.9961
0 6326.72  5 -81.5834
0 6340.51  5 -83.8863
0 6354.29  5 -82.3434
0 6368.07  5 -81.116
0 6381.86  5 -81.4683
0 6395.64  5 -81.6362
0 6409.42  5 -81.4123
0 6423.21  5 -81.437
0 6436.99  5 -81.2816
0 6450.78  5 -81.0476
0 6464.56  5 -78.7929
0 6478.34  5 -77.0129
0 6492.13  5 -75.483
0 6505.91  5 -75.6046
0 6519.69  5 -80.507
0 6533.48  5 -81.0066
0 6547.26  5 -77.2077
0 6561.04  5 -75.8457
0 6574.83  5 -75.0063
0 6588.61  5 -74.6797
0 6602.4  5 -74.4162
0 6616.18  5 -72.9306
0 6629.96  5 -72.5216
0 6643.75  5 -71.5044
0 6657.53  5 -74.5056
0 6671.31  5 -78.9365
0 6685.1  5 -73.9346
0 6698.88  5 -70.9026
0 6712.67  5 -69.9211
0 6726.45  5 -69.2806
0 6740.23  5 -68.9188
0 6754.02  5 -68.3035
0 6767.8  5 -67.1601
0 6781.58  5 -67.2115
0 6795.37  5 -67.6851
0 6809.15  5 -68.3918
0 6822.94  5 -68.7477
0 6836.72  5 -69.1204
0 6850.5  5 -69.3639
0 6864.29  5 -69.4727
0 6878.07  5 -69.5297
0 6891.85  5 -69.5682
0 6905.64  5 -69.6031
0 6919.42  5 -69.6391
0 6933.2  5 -69.6779
0 6946.99  5 -69.7194
0 6960.77  5 -69.5746
0 6974.56  5 -69.393
0 6988.34  5 -69.3388
0 7002.12  5 -69.2605
0 7015.91  5 -69.1199
0 7029.69  5 -68.9975
0 7043.47  5 -68.8354
0 7057.26  5 -68.9105
0 7071.04  5 -69.0694
0 7084.83  5 -69.2628
0 7098.61  5 -69.474
0 7112.39  5 -69.6323
0 7126.18  5 -69.7381
0 7139.96  5 -69.8715
0 7153.74  5 -69.949
0 7167.53  5 -70.0323
0 7181.31  5 -70.1186
0 7195.1  5 -70.1989
0 7208.88  5 -69.4173
0 7222.66  5 -68.3506
0 7236.45  5 -67.7978
0 7250.23  5 -67.4785
0 7264.01  5 -68.4707
0 7277.8  5 -68.0958
0 7291.58  5 -66.8983
0 7305.36  5 -66.7599
0 7319.15  5 -66.9432
0 7332.93  5 -67.571
0 7346.72  5 -68.3091
0 7360.5  5 -69.2606
0 7374.28  5 -70.4054
0 7388.07  5 -71.5559
0 7401.85  5 -72.6748
0 7415.63  5 -73.4006
0 7429.42  5 -73.9195
0 7443.2  5 -74.4288
0 7456.99  5 -74.681
0 7470.77  5 -74.775
0 7484.55  5 -74.8691
0 7498.34  5 -74.945
0 7512.12  5 -75.048
0 7525.9  5 -75.2036
0 7539.69  5 -75.3469
0 7553.47  5 -75.5688
0 7567.26  5 -75.7034
0 7581.04  5 -75.8136
0 7594.82  5 -75.9354
0 7608.61  5 -76.0576
0 7622.39  5 -76.2496
0 7636.17  5 -76.4948
0 7649.96  5 -76.836
0 7663.74  5 -74.816
0 7677.53  5 -73.6224
0 7691.31  5 -72.384
0 7705.09  5 -73.187
0 7718.88  5 -73.9706
0 7732.66  5 -72.7564
0 7746.44  5 -72.513
0 7760.23  5 -73.1239
0 7774.01  5 -73.6518
0 7787.79  5 -74.1806
0 7801.58  5 -74.6238
0 7815.36  5 -74.9862
0 7829.15  5 -75.2977
0 7842.93  5 -75.5919
0 7856.71  5 -75.8338
0 7870.5  5 -76.0349
0 7884.28  5 -76.22
0 7898.06  5 -76.3908
0 7911.85  5 -76.4599
0 7925.63  5 -76.4803
0 0  6 -67.0192
0 13.7837  6 -66.9614
0 27.5674  6 -66.9071
0 41.3511  6 -66.8466
0 55.1348  6 -66.7473
0 68.9185  6 -66.62
0 82.7022  6 -66.4927
0 96.486  6 -66.335
0 110.27  6 -66.1192
0 124.053  6 -65.887
0 137.837  6 -65.6777
0 151.621  6 -65.456
0 165.404  6 -65.2051
0 179.188  6 -64.9303
0 192.972  6 -64.621
0 206.756  6 -64.4132
0 220.539  6 -64.2711
0 234.323  6 -64.128
0 248.107  6 -63.9903
0 261.89  6 -63.8677
0 275.674  6 -63.7601
0 289.458  6 -63.6793
0 303.242  6 -63.7012
0 317.025  6 -63.7995
0 330.809  6 -63.7492
0 344.593  6 -63.6587
0 358.376  6 -63.7092
0 372.16  6 -63.9103
0 385.944  6 -64.1387
0 399.728  6 -64.1436
0 413.511  6 -64.0178
0 427.295  6 -63.8841
0 441.079  6 -63.7496
0 454.862  6 -63.6201
0 468.646  6 -63.4895
0 482.43  6 -63.3371
0 496.213  6 -63.1792
0 509.997  6 -63.0309
0 523.781  6 -62.8867
0 537.565  6 -62.7557
0 551.348  6 -62.6174
0 565.132  6 -62.4667
0 578.916  6 -62.3015
0 592.699  6 -62.1292
0 606.483  6 -62.0136
0 620.267  6 -61.9323
0 634.051  6 -61.8414
0 647.834  6 -61.7797
0 661.618  6 -61.7668
0 675.402  6 -61.7564
0 689.185  6 -61.7296
0 702.969  6 -61.7617
0 716.753  6 -61.8228
0 730.536  6 -61.8694
0 744.32  6 -61.9195
0 758.104  6 -61.976
0 771.888  6 -62.0428
0 785.671  6 -62.1228
0 799.455  6 -62.1665
0 813.239  6 -62.1951
0 827.022  6 -62.2335
0 840.806  6 -62.2742
0 854.59  6 -62.2939
0 868.374  6 -62.3279
0 882.157  6 -62.4249
0 895.941  6 -62.6035
0 909.725  6 -62.926
0 923.508  6 -63.011
0 937.292  6 -62.4557
0 951.076  6 -62.683
0 964.86  6 -63.0633
0 978.643  6 -63.4031
0 992.427  6 -63.2952
0 1006.21  6 -63.1123
0 1019.99  6 -63.6391
0 1033.78  6 -64.1138
0 1047.56  6 -62.8177
0 1061.35  6 -63.4212
0 1075.13  6 -63.9537
0 1088.91  6 -64.153
0 1102.7  6 -64.0714
0 1116.48  6 -64.0982
0 1130.26  6 -64.1408
0 1144.05  6 -64.1814
0 1157.83  6 -64.2186
0 1171.62  6 -64.2492
0 1185.4  6 -64.2589
0 1199.18  6 -64.2872
0 1212.97  6 -64.3225
0 1226.75  6 -64.3687
0 1240.53  6 -64.4175
0 1254.32  6 -64.4447
0 1268.1  6 -64.4661
0 1281.88  6 -64.4889
0 1295.67  6 -64.5132
0 1309.45  6 -64.539
0 1323.24  6 -64.5664
0 1337.02  6 -64.5956
0 1350.8  6 -64.6265
0 1364.59  6 -64.6592
0 1378.37  6 -64.6938
0 1392.15  6 -64.7303
0 1405.94  6 -64.769
0 1419.72  6 -64.8098
0 1433.51  6 -64.8528
0 1447.29  6 -64.8982
0 1461.07  6 -64.9461
0 1474.86  6 -64.9966
0 1488.64  6 -65.0497
0 1502.42  6 -65.1057
0 1516.21  6 -65.1647
0 1529.99  6 -65.2268
0 1543.78  6 -65.2922
0 1557.56  6 -65.3611
0 1571.34  6 -65.4336
0 1585.13  6 -65.5099
0 1598.91  6 -65.5903
0 1612.69  6 -65.675
0 1626.48  6 -65.7642
0 1640.26  6 -65.8582
0 1654.04  6 -65.9573
0 1667.83  6 -66.0618
0 1681.61  6 -66.1719
0 1695.4  6 -66.2882
0 1709.18  6 -66.411
0 1722.96  6 -66.5407
0 1736.75  6 -66.6777
0 1750.53  6 -66.8226
0 1764.31  6 -66.9759
0 1778.1  6 -67.1382
0 1791.88  6 -67.3101
0 1805.67  6 -67.4922
0 1819.45  6 -67.6852
0 1833.23  6 -67.8898
0 1847.02  6 -68.1066
0 1860.8  6 -68.3362
0 1874.58  6 -68.579
0 1888.37  6 -68.8351
0 1902.15  6 -69.1039
0 1915.94  6 -69.3842
0 1929.72  6 -69.673
0 1943.5  6 -69.9652
0 1957.29  6 -70.2521
0 1971.07  6 -70.5209
0 1984.85  6 -70.7567
0 1998.64  6 -70.956
0 2012.42  6 -71.1869
0 2026.2  6 -71.5439
0 2039.99  6 -71.8552
0 2053.77  6 -72.0536
0 2067.56  6 -72.0394
0 2081.34  6 -72.0884
0 2095.12  6 -72.1198
0 2108.91  6 -71.7976
0 2122.69  6 -71.3989
0 2136.47  6 -71.0796
0 2150.26  6 -70.7279
0 2164.04  6 -69.9884
0 2177.83  6 -69.3804
0 2191.61  6 -68.5477
0 2205.39  6 -68.0712
0 2219.18  6 -68.0741
0 2232.96  6 -67.9745
0 2246.74  6 -67.89
0 2260.53  6 -67.9542
0 2274.31  6 -68.041
0 2288.1  6 -68.1078
0 2301.88  6 -68.0941
0 2315.66  6 -68.0714
0 2329.45  6 -68.1385
0 2343.23  6 -68.2125
0 2357.01  6 -68.1477
0 2370.8  6 -67.894
0 2384.58  6 -67.6042
0 2398.37  6 -67.3288
0 2412.15  6 -67.1837
0 2425.93  6 -67.0554
0 2439.72  6 -66.9183
0 2453.5  6 -66.8667
0 2467.28  6 -66.9242
0 2481.07  6 -67.0108
0 2494.85  6 -67.1899
0 2508.63  6 -67.5662
0 2522.42  6 -67.7153
0 2536.2  6 -67.3711
0 2549.99  6 -67.7214
0 2563.77  6 -68.1348
0 2577.55  6 -68.6067
0 2591.34  6 -69.0098
0 2605.12  6 -69.4369
0 2618.9  6 -69.0865
0 2632.69  6 -68.8066
0 2646.47  6 -68.5402
0 2660.26  6 -68.0645
0 2674.04  6 -67.558
0 2687.82  6 -66.9219
0 2701.61  6 -66.3264
0 2715.39  6 -66.1428
0 2729.17  6 -65.8637
0 2742.96  6 -65.4592
0 2756.74  6 -65.0803
0 2770.53  6 -64.9054
0 2784.31  6 -64.8502
0 2798.09  6 -64.8489
0 2811.88  6 -64.4054
0 2825.66  6 -64.0025
0 2839.44  6 -63.4573
0 2853.23  6 -63.1418
0 2867.01  6 -63.2633
0 2880.79  6 -63.1695
0 2894.58  6 -63.0256
0 2908.36  6 -63.0909
0 2922.15  6 -63.3049
0 2935.93  6 -63.4337
0 2949.71  6 -63.2661
0 2963.5  6 -62.8718
0 2977.28  6 -62.6881
0 2991.06  6 -62.5214
0 3004.85  6 -61.7689
0 3018.63  6 -59.6349
0 3032.42  6 -57.6009
0 3046.2  6 -55.0458
0 3059.98  6 -53.5869
0 3073.77  6 -52.6516
0 3087.55  6 -51.6121
0 3101.33  6 -50.5393
0 3115.12  6 -50.0882
0 3128.9  6 -49.7994
0 3142.69  6 -49.5036
0 3156.47  6 -49.6745
0 3170.25  6 -50.3935
0 3184.04  6 -50.9147
0 3197.82  6 -51.0373
0 3211.6  6 -49.8806
0 3225.39  6 -48.1616
0 3239.17  6 -52.2304
0 3252.95  6 -49.0231
0 3266.74  6 -51.309
0 3280.52  6 -53.8967
0 3294.31  6 -56.5652
0 3308.09  6 -56.597
0 3321.87  6 -55.5051
0 3335.66  6 -54.4214
0 3349.44  6 -53.1731
0 3363.22  6 -49.3941
0 3377.01  6 -46.2808
0 3390.79  6 -53.2893
0 3404.58  6 -54.1576
0 3418.36  6 -53.5614
0 3432.14  6 -53.0421
0 3445.93  6 -53.2403
0 3459.71  6 -53.7534
0 3473.49  6 -54.3414
0 3487.28  6 -53.9374
0 3501.06  6 -52.7155
0 3514.85  6 -53.1671
0 3528.63  6 -53.5916
0 3542.41  6 -53.1316
0 3556.2  6 -52.5334
0 3569.98  6 -52.317
0 3583.76  6 -52.1599
0 3597.55  6 -52.3497
0 3611.33  6 -52.8741
0 3625.12  6 -53.1577
0 3638.9  6 -53.7728
0 3652.68  6 -53.4756
0 3666.47  6 -53.0562
0 3680.25  6 -52.7359
0 3694.03  6 -52.4532
0 3707.82  6 -51.8186
0 3721.6  6 -50.2692
0 3735.38  6 -48.6041
0 3749.17  6 -45.007
0 3762.95  6 -42.2636
0 3776.74  6 -39.1339
0 3790.52  6 -35.9686
0 3804.3  6 -32.3245
0 3818.09  6 -29.7729
0 3831.87  6 -27.6934
0 3845.65  6 -25.9622
0 3859.44  6 -24.5371
0 3873.22  6 -24.307
0 3887.01  6 -23.0645
0 3900.79  6 -22.3212
0 3914.57  6 -22.9988
0 3928.36  6 -21.8071
0 3942.14  6 -21.2031
0 3955.92  6 -18.4864
0 3969.71  6 -14.7093
0 3983.49  6 -17.4022
0 3997.28  6 -17.964
0 4011.06  6 -28.7078
0 4024.84  6 -26.8128
0 4038.63  6 -26.374
0 4052.41  6 -26.2604
0 4066.19  6 -27.0142
0 4079.98  6 -27.769
0 4093.76  6 -28.6164
0 4107.54  6 -29.5088
0 4121.33  6 -30.3855
0 4135.11  6 -31.2535
0 4148.9  6 -32.0751
0 4162.68  6 -32.7886
0 4176.46  6 -33.4683
0 4190.25  6 -34.1366
0 4204.03  6 -34.7742
0 4217.81  6 -35.4043
0 4231.6  6 -35.9918
0 4245.38  6 -36.5461
0 4259.17  6 -37.098
0 4272.95  6 -37.6419
0 4286.73  6 -38.1706
0 4300.52  6 -38.6835
0 4314.3  6 -39.2233
0 4328.08  6 -39.7426
0 4341.87  6 -40.2239
0 4355.65  6 -40.703
0 4369.44  6 -41.1785
0 4383.22  6 -41.6422
0 4397  6 -42.0913
0 4410.79  6 -42.4933
0 4424.57  6 -42.8668
0 4438.35  6 -43.2411
0 4452.14  6 -43.6268
0 4465.92  6 -44.1492
0 4479.7  6 -44.6341
0 4493.49  6 -45.0416
0 4507.27  6 -45.478
0 4521.06  6 -45.9205
0 4534.84  6 -46.3686
0 4548.62  6 -46.808
0 4562.41  6 -47.2596
0 4576.19  6 -47.6969
0 4589.97  6 -48.0975
0 4603.76  6 -48.5012
0 4617.54  6 -48.936
0 4631.33  6 -49.3615
0 4645.11  6 -49.7635
0 4658.89  6 -50.1123
0 4672.68  6 -50.4171
0 4686.46  6 -50.7252
0 4700.24  6 -51.0323
0 4714.03  6 -51.3871
0 4727.81  6 -51.7384
0 4741.6  6 -52.0338
0 4755.38  6 -52.3242
0 4769.16  6 -52.6046
0 4782.95  6 -52.8851
0 4796.73  6 -53.1706
0 4810.51  6 -54.5702
0 4824.3  6 -55.8438
0 4838.08  6 -57.0097
0 4851.87  6 -58.3419
0 4865.65  6 -58.4012
0 4879.43  6 -58.4183
0 4893.22  6 -58.178
0 4907  6 -58.1683
0 4920.78  6 -57.9498
0 4934.57  6 -57.3734
0 4948.35  6 -56.7132
0 4962.13  6 -56.1554
0 4975.92  6 -55.9289
0 4989.7  6 -55.7759
0 5003.49  6 -55.5045
0 5017.27  6 -55.2931
0 5031.05  6 -54.7504
0 5044.84  6 -54.1998
0 5058.62  6 -53.8331
0 5072.4  6 -53.489
0 5086.19  6 -53.1282
0 5099.97  6 -52.7427
0 5113.76  6 -52.8274
0 5127.54  6 -52.4221
0 5141.32  6 -51.9059
0 5155.11  6 -51.4076
0 5168.89  6 -50.9286
0 5182.67  6 -50.7199
0 5196.46  6 -50.1732
0 5210.24  6 -50.7881
0 5224.03  6 -51.4223
0 5237.81  6 -51.1063
0 5251.59  6 -50.6334
0 5265.38  6 -49.4051
0 5279.16  6 -50.0696
0 5292.94  6 -50.6172
0 5306.73  6 -50.8707
0 5320.51  6 -51.5984
0 5334.29  6 -51.3369
0 5348.08  6 -51.1877
0 5361.86  6 -50.2513
0 5375.65  6 -50.556
0 5389.43  6 -50.866
0 5403.21  6 -50.8834
0 5417  6 -53.6783
0 5430.78  6 -54.4131
0 5444.56  6 -54.2835
0 5458.35  6 -49.7473
0 5472.13  6 -51.3722
0 5485.92  6 -48.164
0 5499.7  6 -44.9432
0 5513.48  6 -43.6626
0 5527.27  6 -43.0073
0 5541.05  6 -42.6499
0 5554.83  6 -42.6566
0 5568.62  6 -42.8149
0 5582.4  6 -42.7767
0 5596.19  6 -42.8185
0 5609.97  6 -43.0776
0 5623.75  6 -43.4363
0 5637.54  6 -43.2919
0 5651.32  6 -43.1651
0 5665.1  6 -43.3438
0 5678.89  6 -43.6175
0 5692.67  6 -43.8899
0 5706.45  6 -44.3778
0 5720.24  6 -45.0787
0 5734.02  6 -45.663
0 5747.81  6 -46.2547
0 5761.59  6 -47.1386
0 5775.37  6 -48.0304
0 5789.16  6 -48.8356
0 5802.94  6 -49.7502
0 5816.72  6 -51.0335
0 5830.51  6 -52.1451
0 5844.29  6 -53.1664
0 5858.08  6 -54.2094
0 5871.86  6 -55.1915
0 5885.64  6 -56.1289
0 5899.43  6 -57.0022
0 5913.21  6 -58.5337
0 5926.99  6 -59.8293
0 5940.78  6 -60.9374
0 5954.56  6 -61.816
0 5968.35  6 -62.1429
0 5982.13  6 -62.5041
0 5995.91  6 -62.9567
0 6009.7  6 -63.2963
0 6023.48  6 -63.457
0 6037.26  6 -63.5829
0 6051.05  6 -63.7303
0 6064.83  6 -64.0899
0 6078.61  6 -64.4339
0 6092.4  6 -64.6422
0 6106.18  6 -65.5179
0 6119.97  6 -67.0428
0 6133.75  6 -68.1164
0 6147.53  6 -69.4593
0 6161.32  6 -70.64
0 6175.1  6 -71.1691
0 6188.88  6 -71.6352
0 6202.67  6 -72.5561
0 6216.45  6 -73.7026
0 6230.24  6 -74.0327
0 6244.02  6 -74.4906
0 6257.8  6 -75.5102
0 6271.59  6 -76.7733
0 6285.37  6 -77.8167
0 6299.15  6 -78.9416
0 6312.94  6 -81.1004
0 6326.72  6 -82.5219
0 6340.51  6 -84.5636
0 6354.29  6 -84.431
0 6368.07  6 -84.4261
0 6381.86  6 -83.0499
0 6395.64  6 -82.0234
0 6409.42  6 -81.1432
0 6423.21  6 -80.3782
0 6436.99  6 -79.7139
0 6450.78  6 -79.2156
0 6464.56  6 -78.4997
0 6478.34  6 -77.6709
0 6492.13  6 -77.2469
