0 0  0 -85.4038
0 992.427  7 -62.4872
0 1006.21  7 -63.0033
0 1019.99  7 -63.6985
0 1033.78  7 -63.3205
0 1047.56  7 -62.647
0 1061.35  7 -62.7117
0 1075.13  7 -62.9139
0 1088.91  7 -63.3833
0 1102.7  7 -63.8102
0 1116.48  7 -63.8497
0 1130.26  7 -63.8887
0 1144.05  7 -63.9505
0 1157.83  7 -64.0118
0 1171.62  7 -64.0265
0 1185.4  7 -64.0643
0 1199.18  7 -64.0491
0 1212.97  7 -64.0822
0 1226.75  7 -64.1248
0 1240.53  7 -64.1638
0 1254.32  7 -64.223
0 1268.1  7 -64.2519
0 1281.88  7 -64.2824
0 1295.67  7 -64.3146
0 1309.45  7 -64.3485
0 1323.24  7 -64.3842
0 1337.02  7 -64.4218
0 1350.8  7 -64.4613
0 1364.59  7 -64.5029
0 1378.37  7 -64.5466
0 1392.15  7 -64.5925
0 1405.94  7 -64.6407
0 1419.72  7 -64.6913
0 1433.51  7 -64.7444
0 1447.29  7 -64.8001
0 1461.07  7 -64.8585
0 1474.86  7 -64.9198
0 1488.64  7 -64.984
0 1502.42  7 -65.0514
0 1516.21  7 -65.122
0 1529.99  7 -65.196
0 1543.78  7 -65.2735
0 1557.56  7 -65.3548
0 1571.34  7 -65.44
0 1585.13  7 -65.5294
0 1598.91  7 -65.623
0 1612.69  7 -65.7211
0 1626.48  7 -65.824
0 1640.26  7 -65.9318
0 1654.04  7 -66.0449
0 1667.83  7 -66.1634
0 1681.61  7 -66.2876
0 1695.4  7 -66.4179
0 1709.18  7 -66.5545
0 1722.96  7 -66.6976
0 1736.75  7 -66.8476
0 1750.53  7 -67.0046
0 1764.31  7 -67.169
0 1778.1  7 -67.3409
0 1791.88  7 -67.5205
0 1805.67  7 -67.7076
0 1819.45  7 -67.9023
0 1833.23  7 -68.104
0 1847.02  7 -68.3122
0 1860.8  7 -68.5257
0 1874.58  7 -68.7427
0 1888.37  7 -68.9609
0 1902.15  7 -69.1766
0 1915.94  7 -69.385
0 1929.72  7 -69.5799
0 1943.5  7 -69.7542
0 1957.29  7 -69.901
0 1971.07  7 -70.0186
0 1984.85  7 -70.1194
0 1998.64  7 -70.2565
0 2012.42  7 -70.4722
0 2026.2  7 -70.6274
0 2039.99  7 -70.8788
0 2053.77  7 -71.131
0 2067.56  7 -71.0149
0 2081.34  7 -70.8564
0 2095.12  7 -70.6783
0 2108.91  7 -70.3045
0 2122.69  7 -69.9354
0 2136.47  7 -69.4991
0 2150.26  7 -69.0878
0 2164.04  7 -68.5954
0 2177.83  7 -68.1783
0 2191.61  7 -68.0174
0 2205.39  7 -67.8286
0 2219.18  7 -67.7873
0 2232.96  7 -67.8166
0 2246.74  7 -67.6328
0 2260.53  7 -67.5818
0 2274.31  7 -67.58
0 2288.1  7 -67.5332
0 2301.88  7 -67.521
0 2315.66  7 -67.4895
0 2329.45  7 -67.4393
0 2343.23  7 -67.4775
0 2357.01  7 -67.4301
0 2370.8  7 -67.2174
0 2384.58  7 -67.07
0 2398.37  7 -66.908
0 2412.15  7 -66.8342
0 2425.93  7 -66.7876
0 2439.72  7 -66.8142
0 2453.5  7 -66.8527
0 2467.28  7 -66.9876
0 2481.07  7 -67.2149
0 2494.85  7 -67.4339
0 2508.63  7 -67.4976
0 2522.42  7 -67.143
0 2536.2  7 -67.079
0 2549.99  7 -66.5928
0 2563.77  7 -66.9681
0 2577.55  7 -67.2378
0 2591.34  7 -67.8021
0 2605.12  7 -67.96
0 2618.9  7 -67.6414
0 2632.69  7 -67.3057
0 2646.47  7 -66.9586
0 2660.26  7 -66.6107
0 2674.04  7 -66.1607
0 2687.82  7 -65.8842
0 2701.61  7 -65.558
0 2715.39  7 -65.3316
0 2729.17  7 -65.0387
0 2742.96  7 -64.6299
0 2756.74  7 -64.2618
0 2770.53  7 -64.0488
0 2784.31  7 -63.8229
0 2798.09  7 -63.7468
0 2811.88  7 -63.4775
0 2825.66  7 -63.1972
0 2839.44  7 -63.1699
0 2853.23  7 -62.976
0 2867.01  7 -62.8611
0 2880.79  7 -62.6627
0 2894.58  7 -62.1371
0 2908.36  7 -61.9025
0 2922.15  7 -61.806
0 2935.93  7 -61.7206
0 2949.71  7 -61.8398
0 2963.5  7 -61.4189
0 2977.28  7 -60.775
0 2991.06  7 -60.369
0 3004.85  7 -59.0954
0 3018.63  7 -57.2613
0 3032.42  7 -55.2619
0 3046.2  7 -53.5804
0 3059.98  7 -52.4136
0 3073.77  7 -51.4744
0 3087.55  7 -50.6413
0 3101.33  7 -50.0267
0 3115.12  7 -49.7829
0 3128.9  7 -49.7628
0 3142.69  7 -50.1759
0 3156.47  7 -50.9446
0 3170.25  7 -51.3536
0 3184.04  7 -51.5652
0 3197.82  7 -49.6283
0 3211.6  7 -48.2106
0 3225.39  7 -50.9931
0 3239.17  7 -47.3526
0 3252.95  7 -50.3236
0 3266.74  7 -50.2857
0 3280.52  7 -52.0243
0 3294.31  7 -54.4898
0 3308.09  7 -54.9814
0 3321.87  7 -53.6909
0 3335.66  7 -52.0796
0 3349.44  7 -50.1423
0 3363.22  7 -47.1151
0 3377.01  7 -47.3472
0 3390.79  7 -52.6441
0 3404.58  7 -49.1497
0 3418.36  7 -48.9756
0 3432.14  7 -48.9414
0 3445.93  7 -49.2503
0 3459.71  7 -49.6759
0 3473.49  7 -49.7754
0 3487.28  7 -50.7069
0 3501.06  7 -50.8028
0 3514.85  7 -50.7847
0 3528.63  7 -50.8912
0 3542.41  7 -51.0285
0 3556.2  7 -50.8931
0 3569.98  7 -50.7281
0 3583.76  7 -50.8362
0 3597.55  7 -51.2548
0 3611.33  7 -51.9213
0 3625.12  7 -51.379
0 3638.9  7 -53.3831
0 3652.68  7 -52.3034
0 3666.47  7 -51.6981
0 3680.25  7 -50.982
0 3694.03  7 -50.1166
0 3707.82  7 -48.2497
0 3721.6  7 -48.0707
0 3735.38  7 -45.2542
0 3749.17  7 -44.5273
0 3762.95  7 -41.1102
0 3776.74  7 -37.5971
0 3790.52  7 -33.5224
0 3804.3  7 -30.1223
0 3818.09  7 -28.0883
0 3831.87  7 -26.0652
0 3845.65  7 -24.3193
0 3859.44  7 -23.6554
0 3873.22  7 -23.0791
0 3887.01  7 -23.4921
0 3900.79  7 -19.3922
0 3914.57  7 -14.7189
0 3928.36  7 -18.125
0 3942.14  7 -21.4589
0 3955.92  7 -32.5102
0 3969.71  7 -13.0516
0 3983.49  7 -10.5924
0 3997.28  7 -12.5868
0 4011.06  7 -24.9048
0 4024.84  7 -25.9119
0 4038.63  7 -26.6888
0 4052.41  7 -26.0136
0 4066.19  7 -26.5864
0 4079.98  7 -27.3254
0 4093.76  7 -28.1638
0 4107.54  7 -29.0291
0 4121.33  7 -29.9152
0 4135.11  7 -30.7659
0 4148.9  7 -31.5786
0 4162.68  7 -32.3187
0 4176.46  7 -33.0278
0 4190.25  7 -33.6693
0 4204.03  7 -34.3091
0 4217.81  7 -34.9179
0 4231.6  7 -35.4813
0 4245.38  7 -36.0356
0 4259.17  7 -36.559
0 4272.95  7 -37.0823
0 4286.73  7 -37.5957
0 4300.52  7 -38.0978
0 4314.3  7 -38.6238
0 4328.08  7 -39.1012
0 4341.87  7 -39.5946
0 4355.65  7 -40.0504
0 4369.44  7 -40.5097
0 4383.22  7 -40.9626
0 4397  7 -41.4058
0 4410.79  7 -41.7988
0 4424.57  7 -42.1995
0 4438.35  7 -42.57
0 4452.14  7 -42.9706
0 4465.92  7 -43.4821
0 4479.7  7 -43.8694
0 4493.49  7 -44.3292
0 4507.27  7 -44.6905
0 4521.06  7 -45.1031
0 4534.84  7 -45.5322
0 4548.62  7 -45.9605
0 4562.41  7 -46.4306
0 4576.19  7 -46.8481
0 4589.97  7 -47.2699
0 4603.76  7 -47.6716
0 4617.54  7 -48.0969
0 4631.33  7 -48.4982
0 4645.11  7 -48.9083
0 4658.89  7 -49.227
0 4672.68  7 -49.558
0 4686.46  7 -49.8742
0 4700.24  7 -50.1917
0 4714.03  7 -50.6103
0 4727.81  7 -50.9177
0 4741.6  7 -51.2637
0 4755.38  7 -51.5283
0 4769.16  7 -51.7925
0 4782.95  7 -52.0771
0 4796.73  7 -52.3541
0 4810.51  7 -53.242
0 4824.3  7 -54.3577
0 4838.08  7 -55.3353
0 4851.87  7 -56.5587
0 4865.65  7 -56.4243
0 4879.43  7 -56.4672
0 4893.22  7 -56.5577
0 4907  7 -56.1966
0 4920.78  7 -55.6712
0 4934.57  7 -55.1442
0 4948.35  7 -54.7783
0 4962.13  7 -54.4676
0 4975.92  7 -54.3615
0 4989.7  7 -54.3076
0 5003.49  7 -54.2703
0 5017.27  7 -53.9648
0 5031.05  7 -53.6312
0 5044.84  7 -53.4199
0 5058.62  7 -53.1249
0 5072.4  7 -52.9565
0 5086.19  7 -52.8407
0 5099.97  7 -52.7435
0 5113.76  7 -52.3643
0 5127.54  7 -51.9413
0 5141.32  7 -51.8366
0 5155.11  7 -51.6761
0 5168.89  7 -52.0271
0 5182.67  7 -52.0707
0 5196.46  7 -52.1463
0 5210.24  7 -51.5769
0 5224.03  7 -50.7209
0 5237.81  7 -50.4489
0 5251.59  7 -50.001
0 5265.38  7 -49.8222
0 5279.16  7 -49.8736
0 5292.94  7 -50.0562
0 5306.73  7 -50.6024
0 5320.51  7 -50.2866
0 5334.29  7 -49.8677
0 5348.08  7 -49.6365
0 5361.86  7 -49.3933
0 5375.65  7 -49.802
0 5389.43  7 -49.9407
0 5403.21  7 -50.4631
0 5417  7 -50.0602
0 5430.78  7 -48.4594
0 5444.56  7 -47.8553
0 5458.35  7 -48.3454
0 5472.13  7 -52.3334
0 5485.92  7 -58.4981
0 5499.7  7 -54.9581
0 5513.48  7 -47.5246
0 5527.27  7 -45.0209
0 5541.05  7 -44.0339
0 5554.83  7 -43.4781
0 5568.62  7 -43.3523
0 5582.4  7 -43.4704
0 5596.19  7 -43.4925
0 5609.97  7 -43.9425
0 5623.75  7 -43.9042
0 5637.54  7 -43.9868
0 5651.32  7 -43.7172
0 5665.1  7 -43.5387
0 5678.89  7 -43.5033
0 5692.67  7 -43.6777
0 5706.45  7 -43.9398
0 5720.24  7 -44.3288
0 5734.02  7 -44.8096
0 5747.81  7 -45.3431
0 5761.59  7 -46.0243
0 5775.37  7 -46.7781
0 5789.16  7 -47.5909
0 5802.94  7 -48.4352
0 5816.72  7 -49.5273
0 5830.51  7 -50.6013
0 5844.29  7 -51.6743
0 5858.08  7 -52.6721
0 5871.86  7 -53.6806
0 5885.64  7 -54.6481
0 5899.43  7 -55.563
0 5913.21  7 -56.8433
0 5926.99  7 -58.0298
0 5940.78  7 -59.1827
0 5954.56  7 -60.0907
0 5968.35  7 -60.5782
0 5982.13  7 -61.1691
0 5995.91  7 -61.6659
0 6009.7  7 -62.0241
0 6023.48  7 -62.3675
0 6037.26  7 -62.6372
0 6051.05  7 -62.8866
0 6064.83  7 -63.3874
0 6078.61  7 -63.62
0 6092.4  7 -63.9273
0 6106.18  7 -64.3996
0 6119.97  7 -65.0934
0 6133.75  7 -66.1357
0 6147.53  7 -67.3217
0 6161.32  7 -68.1936
0 6175.1  7 -68.9726
0 6188.88  7 -69.489
0 6202.67  7 -70.3104
0 6216.45  7 -71.7167
0 6230.24  7 -72.9058
0 6244.02  7 -74.0302
0 6257.8  7 -76.101
0 6271.59  7 -78.9637
0 6285.37  7 -81.254
0 6299.15  7 -83.339
0 6312.94  7 -77.7287
0 6326.72  7 -82.7284
0 6340.51  7 -79.2638
0 6354.29  7 -80.776
0 6368.07  7 -80.8105
0 6381.86  7 -79.9704
0 6395.64  7 -79.7918
0 6409.42  7 -79.3703
0 6423.21  7 -78.6955
0 6436.99  7 -78.2693
0 6450.78  7 -77.723
0 6464.56  7 -77.0641
0 6478.34  7 -76.5092
0 6492.13  7 -75.0072
0 6505.91  7 -73.155
0 6519.69  7 -73.5493
0 6533.48  7 -72.7053
0 6547.26  7 -74.5492
0 6561.04  7 -74.9174
0 6574.83  7 -73.8679
0 6588.61  7 -73.3431
0 6602.4  7 -72.6357
0 6616.18  7 -72.1592
0 6629.96  7 -70.7656
0 6643.75  7 -69.638
0 6657.53  7 -68.1292
0 6671.31  7 -68.8084
0 6685.1  7 -69.2444
0 6698.88  7 -71.7857
0 6712.67  7 -72.6193
0 6726.45  7 -71.8874
0 6740.23  7 -70.868
0 6754.02  7 -70.2481
0 6767.8  7 -68.9379
0 6781.58  7 -67.7098
0 6795.37  7 -66.9399
0 6809.15  7 -66.4194
0 6822.94  7 -66.4697
0 6836.72  7 -66.5464
0 6850.5  7 -66.7022
0 6864.29  7 -66.9065
0 6878.07  7 -67.0645
0 6891.85  7 -67.1696
0 6905.64  7 -67.2379
0 6919.42  7 -67.285
0 6933.2  7 -67.3208
0 6946.99  7 -67.3514
0 6960.77  7 -67.1239
0 6974.56  7 -67.0231
0 6988.34  7 -66.9053
0 7002.12  7 -66.8684
0 7015.91  7 -67.1758
0 7029.69  7 -67.1023
0 7043.47  7 -67.1671
0 7057.26  7 -67.0334
0 7071.04  7 -66.9634
0 7084.83  7 -66.9641
0 7098.61  7 -67.0268
0 7112.39  7 -66.9861
0 7126.18  7 -67.0741
0 7139.96  7 -67.1141
0 7153.74  7 -67.2351
0 7167.53  7 -67.4037
0 7181.31  7 -67.4963
0 7195.1  7 -67.6027
0 7208.88  7 -67.0935
0 7222.66  7 -66.4399
0 7236.45  7 -65.8556
0 7250.23  7 -65.421
0 7264.01  7 -66.3996
0 7277.8  7 -65.905
0 7291.58  7 -67.0735
0 7305.36  7 -66.3504
0 7319.15  7 -65.7745
0 7332.93  7 -65.5997
0 7346.72  7 -65.7575
0 7360.5  7 -66.2364
0 7374.28  7 -66.9807
0 7388.07  7 -67.8541
0 7401.85  7 -68.6847
0 7415.63  7 -69.1542
0 7429.42  7 -69.7884
0 7443.2  7 -70.2599
0 7456.99  7 -70.6482
0 7470.77  7 -70.913
0 7484.55  7 -71.1529
0 7498.34  7 -71.339
0 7512.12  7 -71.7584
0 7525.9  7 -71.993
0 7539.69  7 -72.2614
0 7553.47  7 -72.3787
0 7567.26  7 -72.3781
0 7581.04  7 -72.4962
0 7594.82  7 -72.5775
0 7608.61  7 -72.9432
0 7622.39  7 -73.2414
0 7636.17  7 -73.519
0 7649.96  7 -73.7547
0 7663.74  7 -72.9902
0 7677.53  7 -71.8277
0 7691.31  7 -70.8249
0 7705.09  7 -70.2173
0 7718.88  7 -70.9405
0 7732.66  7 -71.8587
0 7746.44  7 -72.0589
0 7760.23  7 -71.1365
0 7774.01  7 -71.0516
0 7787.79  7 -71.1749
0 7801.58  7 -71.4506
0 7815.36  7 -71.7197
0 7829.15  7 -72.0153
0 7842.93  7 -72.278
0 7856.71  7 -72.5174
0 7870.5  7 -72.7283
0 7884.28  7 -72.9323
0 7898.06  7 -73.1194
0 7911.85  7 -73.1497
0 7925.63  7 -73.2473
0 0  8 -65.2727
0 13.7837  8 -65.1821
0 27.5674  8 -65.0784
0 41.3511  8 -64.9764
0 55.1348  8 -64.8624
0 68.9185  8 -64.7031
0 82.7022  8 -64.5395
0 96.486  8 -64.3786
0 110.27  8 -64.2116
0 124.053  8 -64.0368
0 137.837  8 -63.9123
0 151.621  8 -63.7731
0 165.404  8 -63.5705
0 179.188  8 -63.3518
0 192.972  8 -63.1341
0 206.756  8 -62.9816
0 220.539  8 -62.9002
0 234.323  8 -62.8385
0 248.107  8 -62.8006
0 261.89  8 -62.7876
0 275.674  8 -62.8184
0 289.458  8 -62.8676
0 303.242  8 -62.815
0 317.025  8 -62.7104
0 330.809  8 -62.5289
0 344.593  8 -62.3167
0 358.376  8 -62.2949
0 372.16  8 -62.3116
0 385.944  8 -62.3721
0 399.728  8 -62.6575
0 413.511  8 -62.5536
0 427.295  8 -62.4464
0 441.079  8 -62.3413
0 454.862  8 -62.2226
0 468.646  8 -62.1011
0 482.43  8 -61.9652
0 496.213  8 -61.8247
0 509.997  8 -61.7247
0 523.781  8 -61.6357
0 537.565  8 -61.5776
0 551.348  8 -61.5168
0 565.132  8 -61.4378
0 578.916  8 -61.3676
0 592.699  8 -61.3059
0 606.483  8 -61.2684
0 620.267  8 -61.2798
0 634.051  8 -61.2999
0 647.834  8 -61.3298
0 661.618  8 -61.3605
0 675.402  8 -61.4173
0 689.185  8 -61.4448
0 702.969  8 -61.454
0 716.753  8 -61.498
0 730.536  8 -61.5316
0 744.32  8 -61.5452
0 758.104  8 -61.587
0 771.888  8 -61.6221
0 785.671  8 -61.6723
0 799.455  8 -61.7538
0 813.239  8 -61.8154
0 827.022  8 -61.8809
0 840.806  8 -61.9853
0 854.59  8 -62.1358
0 868.374  8 -62.2997
0 882.157  8 -62.4729
0 895.941  8 -62.5465
0 909.725  8 -62.1085
0 923.508  8 -61.9487
0 937.292  8 -61.8388
0 951.076  8 -61.6051
0 964.86  8 -61.8092
0 978.643  8 -61.8527
0 992.427  8 -62.7375
0 1006.21  8 -63.4468
0 1019.99  8 -63.128
0 1033.78  8 -62.3263
0 1047.56  8 -62.5578
0 1061.35  8 -62.3417
0 1075.13  8 -62.5081
0 1088.91  8 -62.7032
0 1102.7  8 -63.4099
0 1116.48  8 -63.4543
0 1130.26  8 -63.5059
0 1144.05  8 -63.5779
0 1157.83  8 -63.6138
0 1171.62  8 -63.6438
0 1185.4  8 -63.6534
0 1199.18  8 -63.6522
0 1212.97  8 -63.6934
0 1226.75  8 -63.7312
0 1240.53  8 -63.7896
0 1254.32  8 -63.8506
0 1268.1  8 -63.8868
0 1281.88  8 -63.9247
0 1295.67  8 -63.9645
0 1309.45  8 -64.0062
0 1323.24  8 -64.0498
0 1337.02  8 -64.0954
0 1350.8  8 -64.1432
0 1364.59  8 -64.1931
0 1378.37  8 -64.2453
0 1392.15  8 -64.2998
0 1405.94  8 -64.3568
0 1419.72  8 -64.4164
0 1433.51  8 -64.4786
0 1447.29  8 -64.5435
0 1461.07  8 -64.6113
0 1474.86  8 -64.682
0 1488.64  8 -64.7558
0 1502.42  8 -64.8328
0 1516.21  8 -64.9131
0 1529.99  8 -64.9969
0 1543.78  8 -65.0842
0 1557.56  8 -65.1753
0 1571.34  8 -65.2702
0 1585.13  8 -65.3691
0 1598.91  8 -65.4722
0 1612.69  8 -65.5795
0 1626.48  8 -65.6913
0 1640.26  8 -65.8076
0 1654.04  8 -65.9285
0 1667.83  8 -66.0542
0 1681.61  8 -66.1848
0 1695.4  8 -66.3203
0 1709.18  8 -66.4607
0 1722.96  8 -66.6059
0 1736.75  8 -66.756
0 1750.53  8 -66.9106
0 1764.31  8 -67.0695
0 1778.1  8 -67.2322
0 1791.88  8 -67.398
0 1805.67  8 -67.5661
0 1819.45  8 -67.7352
0 1833.23  8 -67.9039
0 1847.02  8 -68.07
0 1860.8  8 -68.2313
0 1874.58  8 -68.3846
0 1888.37  8 -68.5267
0 1902.15  8 -68.6536
0 1915.94  8 -68.762
0 1929.72  8 -68.8493
0 1943.5  8 -68.9158
0 1957.29  8 -68.9683
0 1971.07  8 -69.0244
0 1984.85  8 -69.1191
0 1998.64  8 -69.2745
0 2012.42  8 -69.4166
0 2026.2  8 -69.5849
0 2039.99  8 -69.8538
0 2053.77  8 -70.0139
0 2067.56  8 -69.8571
0 2081.34  8 -69.6217
0 2095.12  8 -69.3033
0 2108.91  8 -69.0204
0 2122.69  8 -68.6195
0 2136.47  8 -68.2143
0 2150.26  8 -67.9041
0 2164.04  8 -67.5944
0 2177.83  8 -67.3136
0 2191.61  8 -67.2688
0 2205.39  8 -67.2838
0 2219.18  8 -67.2326
0 2232.96  8 -67.1097
0 2246.74  8 -66.9275
0 2260.53  8 -66.8374
0 2274.31  8 -66.7837
0 2288.1  8 -66.7477
0 2301.88  8 -66.7722
0 2315.66  8 -66.77
0 2329.45  8 -66.7718
0 2343.23  8 -66.788
0 2357.01  8 -66.6496
0 2370.8  8 -66.517
0 2384.58  8 -66.4165
0 2398.37  8 -66.3797
0 2412.15  8 -66.3618
0 2425.93  8 -66.395
0 2439.72  8 -66.4733
0 2453.5  8 -66.5838
0 2467.28  8 -66.7362
0 2481.07  8 -66.8575
0 2494.85  8 -66.7946
0 2508.63  8 -66.3537
0 2522.42  8 -66.165
0 2536.2  8 -66.0152
0 2549.99  8 -65.5248
0 2563.77  8 -65.7383
0 2577.55  8 -66.2185
0 2591.34  8 -66.8138
0 2605.12  8 -66.6757
0 2618.9  8 -66.3573
0 2632.69  8 -66.0036
0 2646.47  8 -65.6943
0 2660.26  8 -65.3583
0 2674.04  8 -65.0559
0 2687.82  8 -64.7872
0 2701.61  8 -64.5727
0 2715.39  8 -64.2655
0 2729.17  8 -63.9063
0 2742.96  8 -63.541
0 2756.74  8 -63.3434
0 2770.53  8 -63.1956
0 2784.31  8 -63.0471
0 2798.09  8 -62.8157
0 2811.88  8 -62.6017
0 2825.66  8 -62.4241
0 2839.44  8 -62.3217
0 2853.23  8 -62.0888
0 2867.01  8 -61.7446
0 2880.79  8 -61.2758
0 2894.58  8 -60.7107
0 2908.36  8 -60.3344
0 2922.15  8 -60.1583
0 2935.93  8 -60.0802
0 2949.71  8 -60.2488
0 2963.5  8 -59.7828
0 2977.28  8 -59.2749
0 2991.06  8 -58.3399
0 3004.85  8 -57.0646
0 3018.63  8 -55.2234
0 3032.42  8 -53.4987
0 3046.2  8 -52.1137
0 3059.98  8 -51.2692
0 3073.77  8 -50.4054
0 3087.55  8 -49.7681
0 3101.33  8 -49.6926
0 3115.12  8 -49.7263
0 3128.9  8 -49.9481
0 3142.69  8 -50.7378
0 3156.47  8 -51.2572
0 3170.25  8 -50.9883
0 3184.04  8 -49.5718
0 3197.82  8 -48.0548
0 3211.6  8 -49.0933
0 3225.39  8 -48.646
0 3239.17  8 -49.0812
0 3252.95  8 -49.3785
0 3266.74  8 -50.1253
0 3280.52  8 -50.8962
0 3294.31  8 -52.5124
0 3308.09  8 -53.2298
0 3321.87  8 -51.8886
0 3335.66  8 -50.0781
0 3349.44  8 -48.1814
0 3363.22  8 -46.1565
0 3377.01  8 -52.8497
0 3390.79  8 -50.9816
0 3404.58  8 -47.0869
0 3418.36  8 -47.3672
0 3432.14  8 -47.83
0 3445.93  8 -48.0887
0 3459.71  8 -48.1867
0 3473.49  8 -48.7482
0 3487.28  8 -48.9357
0 3501.06  8 -49.3521
0 3514.85  8 -49.3187
0 3528.63  8 -49.2339
0 3542.41  8 -49.3378
0 3556.2  8 -49.7699
0 3569.98  8 -49.9678
0 3583.76  8 -50.3401
0 3597.55  8 -50.596
0 3611.33  8 -50.1934
0 3625.12  8 -51.9538
0 3638.9  8 -51.4888
0 3652.68  8 -51.3148
0 3666.47  8 -50.6461
0 3680.25  8 -49.5838
0 3694.03  8 -47.8484
0 3707.82  8 -46.4919
0 3721.6  8 -44.3334
0 3735.38  8 -43.8298
0 3749.17  8 -42.754
0 3762.95  8 -38.8475
0 3776.74  8 -35.4968
0 3790.52  8 -31.9855
0 3804.3  8 -28.7
0 3818.09  8 -26.9169
0 3831.87  8 -25.7304
0 3845.65  8 -24.2493
0 3859.44  8 -24.0032
0 3873.22  8 -23.5516
0 3887.01  8 -25.3928
0 3900.79  8 -19.2043
0 3914.57  8 -27.4396
0 3928.36  8 -29.6506
0 3942.14  8 -21.7283
0 3955.92  8 -17.5027
0 3969.71  8 -24.7828
0 3983.49  8 -22.5423
0 3997.28  8 -13.7341
0 4011.06  8 -18.7673
0 4024.84  8 -30.1523
0 4038.63  8 -27.0557
0 4052.41  8 -26.4838
0 4066.19  8 -26.317
0 4079.98  8 -26.8808
0 4093.76  8 -27.6055
0 4107.54  8 -28.3921
0 4121.33  8 -29.2213
0 4135.11  8 -30.0257
0 4148.9  8 -30.8193
0 4162.68  8 -31.5947
0 4176.46  8 -32.2775
0 4190.25  8 -32.9242
0 4204.03  8 -33.5429
0 4217.81  8 -34.1428
0 4231.6  8 -34.7314
0 4245.38  8 -35.2785
0 4259.17  8 -35.7978
0 4272.95  8 -36.3008
0 4286.73  8 -36.7988
0 4300.52  8 -37.2879
0 4314.3  8 -37.7732
0 4328.08  8 -38.2757
0 4341.87  8 -38.75
0 4355.65  8 -39.2092
0 4369.44  8 -39.6504
0 4383.22  8 -40.0901
0 4397  8 -40.524
0 4410.79  8 -40.9339
0 4424.57  8 -41.3129
0 4438.35  8 -41.6901
0 4452.14  8 -42.0687
0 4465.92  8 -42.5053
0 4479.7  8 -43.0002
0 4493.49  8 -43.4287
0 4507.27  8 -43.8202
0 4521.06  8 -44.175
0 4534.84  8 -44.5604
0 4548.62  8 -44.9657
0 4562.41  8 -45.3999
0 4576.19  8 -45.8457
0 4589.97  8 -46.2628
0 4603.76  8 -46.6715
0 4617.54  8 -47.082
0 4631.33  8 -47.4951
0 4645.11  8 -47.893
0 4658.89  8 -48.2422
0 4672.68  8 -48.5413
0 4686.46  8 -48.8562
0 4700.24  8 -49.17
0 4714.03  8 -49.5528
0 4727.81  8 -49.9429
0 4741.6  8 -50.2787
0 4755.38  8 -50.5885
0 4769.16  8 -50.8413
0 4782.95  8 -51.1039
0 4796.73  8 -51.3781
0 4810.51  8 -51.8965
0 4824.3  8 -52.7888
0 4838.08  8 -53.9426
0 4851.87  8 -54.9438
0 4865.65  8 -54.9592
0 4879.43  8 -54.8882
0 4893.22  8 -55.0612
0 4907  8 -54.6683
0 4920.78  8 -54.1688
0 4934.57  8 -53.844
0 4948.35  8 -53.4971
0 4962.13  8 -53.382
0 4975.92  8 -53.0936
0 4989.7  8 -52.9196
0 5003.49  8 -52.7617
0 5017.27  8 -52.443
0 5031.05  8 -52.3767
0 5044.84  8 -52.2206
0 5058.62  8 -52.0678
0 5072.4  8 -51.8707
0 5086.19  8 -51.7456
0 5099.97  8 -51.6794
0 5113.76  8 -51.1097
0 5127.54  8 -51.0787
0 5141.32  8 -50.8591
0 5155.11  8 -51.009
0 5168.89  8 -51.226
0 5182.67  8 -51.2015
0 5196.46  8 -51.4085
0 5210.24  8 -50.2702
0 5224.03  8 -50.2269
0 5237.81  8 -49.7046
0 5251.59  8 -49.4971
0 5265.38  8 -50.087
0 5279.16  8 -49.0137
0 5292.94  8 -48.5086
0 5306.73  8 -47.7772
0 5320.51  8 -47.5907
0 5334.29  8 -47.4495
0 5348.08  8 -47.1613
0 5361.86  8 -47.6066
0 5375.65  8 -47.0978
0 5389.43  8 -46.8718
0 5403.21  8 -46.301
0 5417  8 -45.6234
0 5430.78  8 -45.153
0 5444.56  8 -44.4412
0 5458.35  8 -46.4101
0 5472.13  8 -47.3553
0 5485.92  8 -47.9318
0 5499.7  8 -52.4044
0 5513.48  8 -56.7054
0 5527.27  8 -49.4237
0 5541.05  8 -46.5136
0 5554.83  8 -45.377
0 5568.62  8 -44.7556
0 5582.4  8 -44.5541
0 5596.19  8 -44.4766
0 5609.97  8 -44.0682
0 5623.75  8 -44.1605
0 5637.54  8 -44.256
0 5651.32  8 -44.1623
0 5665.1  8 -43.7279
0 5678.89  8 -43.5302
0 5692.67  8 -43.4599
0 5706.45  8 -43.4548
0 5720.24  8 -43.6247
0 5734.02  8 -44.0322
0 5747.81  8 -44.4503
0 5761.59  8 -44.9087
0 5775.37  8 -45.5727
0 5789.16  8 -46.3102
0 5802.94  8 -47.0584
0 5816.72  8 -47.9584
0 5830.51  8 -49.0367
0 5844.29  8 -50.104
0 5858.08  8 -51.0778
0 5871.86  8 -52.0466
0 5885.64  8 -52.9989
0 5899.43  8 -53.9248
0 5913.21  8 -54.9951
0 5926.99  8 -56.2171
0 5940.78  8 -57.4261
0 5954.56  8 -58.4153
0 5968.35  8 -59.1054
0 5982.13  8 -59.6296
0 5995.91  8 -60.1428
0 6009.7  8 -60.5271
0 6023.48  8 -60.8986
0 6037.26  8 -61.2599
0 6051.05  8 -61.5848
